datetime,Magnitude,BGSM_X,BGSM_Y,BGSM_Z
2016-01-16 00:00:06,4.588,4.065,0.704,1.998
2016-01-16 00:00:22,4.599,4.005,1.057,1.931
2016-01-16 00:00:38,4.657,4.492,-0.229,1.184
2016-01-16 00:00:54,4.526,4.365,0.087,1.139
2016-01-16 00:01:10,4.567,4.406,0.403,1.128
2016-01-16 00:01:26,4.66,4.526,0.373,1.04
2016-01-16 00:01:42,4.605,4.533,0.042,0.787
2016-01-16 00:01:58,4.59,4.453,-0.32,1.06
2016-01-16 00:02:14,4.609,4.432,-0.314,1.199
2016-01-16 00:02:30,4.676,4.613,-0.101,0.734
2016-01-16 00:02:46,4.683,4.605,-0.139,0.817
2016-01-16 00:03:02,4.644,4.517,-0.504,0.941
2016-01-16 00:03:18,4.615,4.524,-0.03,0.893
2016-01-16 00:03:34,4.656,4.59,-0.08,0.764
2016-01-16 00:03:50,4.664,4.516,-0.467,1.027
2016-01-16 00:04:06,4.607,4.358,-0.738,1.273
2016-01-16 00:04:22,4.571,4.295,-1.138,0.991
2016-01-16 00:04:38,4.646,4.591,-0.166,0.674
2016-01-16 00:04:54,4.655,4.618,-0.157,0.529
2016-01-16 00:05:10,4.601,4.586,-0.11,0.35
2016-01-16 00:05:26,4.686,4.638,-0.416,0.482
2016-01-16 00:05:42,4.634,4.526,-0.834,0.526
2016-01-16 00:05:58,4.6,4.519,-0.686,0.496
2016-01-16 00:06:14,4.633,4.571,-0.67,0.334
2016-01-16 00:06:30,4.612,4.574,-0.47,0.32
2016-01-16 00:06:46,4.559,4.549,-0.153,0.213
2016-01-16 00:07:02,4.616,4.609,-0.048,0.219
2016-01-16 00:07:18,4.603,4.58,0.183,0.39
2016-01-16 00:07:34,4.603,4.575,0.402,0.235
2016-01-16 00:07:50,4.621,4.609,0.264,0.203
2016-01-16 00:08:06,4.643,4.6,0.52,0.251
2016-01-16 00:08:22,4.644,4.615,0.064,0.501
2016-01-16 00:08:38,4.616,4.598,-0.025,0.399
2016-01-16 00:08:54,4.663,4.645,0.252,0.325
2016-01-16 00:09:10,4.66,4.648,0.215,0.241
2016-01-16 00:09:26,4.673,4.655,0.308,0.259
2016-01-16 00:09:42,4.656,4.636,0.297,0.27
